family,n,delta,tol,method,macrocycles,converged,residual,error,F_total_including_terminal,J,LU,solves,matvecs,time_median_s,time_iqr_s,time_min_s,work_k1p0,work_k1p298,work_k1p7,work_k3p23511
G5,200,0.09999999999999927,1e-12,P2oP2,1,1,0.0,0.0,5,2,2,5,0,0.001804,8.924999999999992e-05,0.0016560000000000001,6331480.0,6343638.4,6360040.0,6422672.488
G5,200,0.3000000000000004,1e-08,hatP2,1,1,0.0,0.0,5,2,1,11,6,0.0012974,8.934999999999998e-05,0.0012193,4144880.0,4151465.8000000003,4160350.0,4194275.931
G5,200,0.3000000000000004,1e-08,P2oP2,1,1,0.0,0.0,5,2,2,5,0,0.0018022000000000001,0.00012155,0.0017059000000000002,6331480.0,6343638.4,6360040.0,6422672.488
G5,200,0.3000000000000004,1e-10,hatP2,1,1,0.0,0.0,5,2,1,11,6,0.0012839000000000001,6.959999999999996e-05,0.0011829,4144880.0,4151465.8000000003,4160350.0,4194275.931
G5,200,0.3000000000000004,1e-10,P2oP2,1,1,0.0,0.0,5,2,2,5,0,0.0018522,0.0001273000000000001,0.0016705000000000001,6331480.0,6343638.4,6360040.0,6422672.488
G5,200,0.3000000000000004,1e-12,hatP2,1,1,0.0,0.0,5,2,1,11,6,0.001312,0.00011204999999999982,0.0012194,4144880.0,4151465.8000000003,4160350.0,4194275.931
G5,200,0.3000000000000004,1e-12,P2oP2,1,1,0.0,0.0,5,2,2,5,0,0.0018229000000000001,8.710000000000011e-05,0.0016793,6331480.0,6343638.4,6360040.0,6422672.488
G5,200,0.5999999999999995,1e-08,hatP2,1,1,0.0,0.0,5,2,1,11,6,0.0012996000000000001,0.00011360000000000016,0.0012289,4144880.0,4151465.8000000003,4160350.0,4194275.931
G5,200,0.5999999999999995,1e-08,P2oP2,1,1,0.0,0.0,5,2,2,5,0,0.0018717,0.00012514999999999987,0.0017056,6331480.0,6343638.4,6360040.0,6422672.488
G5,200,0.5999999999999995,1e-10,hatP2,1,1,0.0,0.0,5,2,1,11,6,0.0012951,8.859999999999988e-05,0.0012022,4144880.0,4151465.8000000003,4160350.0,4194275.931
G5,200,0.5999999999999995,1e-10,P2oP2,1,1,0.0,0.0,5,2,2,5,0,0.0018386000000000001,0.00013365000000000013,0.0016922,6331480.0,6343638.4,6360040.0,6422672.488
G5,200,0.5999999999999995,1e-12,hatP2,1,1,0.0,0.0,5,2,1,11,6,0.0013029,0.00013234999999999983,0.0011941,4144880.0,4151465.8000000003,4160350.0,4194275.931
G5,200,0.5999999999999995,1e-12,P2oP2,1,1,0.0,0.0,5,2,2,5,0,0.0018222000000000002,0.00013260000000000008,0.0017243,6331480.0,6343638.4,6360040.0,6422672.488
